Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,User,CARD INDEX,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
Moshe Gutierrez,32,60,1987,11,Male,335 Main Street,,Atlanta,GA,30310,33.72,-84.42,$13059,$26631,$33950,805,1,191,0,Credit,5676305121855735,11/2021,58,YES,1,$2800,02/2008,2010,No
Pratik Thomas,39,64,1980,11,Male,532 12th Drive,3.0,Palm Bay,FL,32907,27.98,-80.66,$17645,$35978,$49366,643,3,192,0,Credit,4434801834503292,09/2019,633,YES,2,$5700,12/2016,2016,No
Pratik Thomas,39,64,1980,11,Male,532 12th Drive,3.0,Palm Bay,FL,32907,27.98,-80.66,$17645,$35978,$49366,643,3,192,1,Debit,4590995550885290,08/2011,564,YES,1,$12252,06/2002,2010,No
Pratik Thomas,39,64,1980,11,Male,532 12th Drive,3.0,Palm Bay,FL,32907,27.98,-80.66,$17645,$35978,$49366,643,3,192,2,Debit,5384502220541945,12/2023,809,YES,1,$22420,06/2013,2013,No
Myles Robinson,64,69,1955,10,Male,1350 Lake Drive,5415.0,Van Alstyne,TX,75495,33.41,-96.57,$24402,$49756,$89743,618,4,193,0,Debit,4072548875903186,09/2018,874,YES,2,$3715,10/2005,2009,No
Myles Robinson,64,69,1955,10,Male,1350 Lake Drive,5415.0,Van Alstyne,TX,75495,33.41,-96.57,$24402,$49756,$89743,618,4,193,1,Debit (Prepaid),4158689268615889,06/2021,782,YES,1,$67,08/2009,2011,No
Myles Robinson,64,69,1955,10,Male,1350 Lake Drive,5415.0,Van Alstyne,TX,75495,33.41,-96.57,$24402,$49756,$89743,618,4,193,2,Debit,4649045635719491,11/2020,362,YES,2,$26460,07/2007,2017,No
Myles Robinson,64,69,1955,10,Male,1350 Lake Drive,5415.0,Van Alstyne,TX,75495,33.41,-96.57,$24402,$49756,$89743,618,4,193,3,Debit,4998107869531292,11/2023,358,YES,1,$12783,09/2009,2015,No
Martin Reed,37,71,1982,6,Male,691 First Lane,2.0,Nashville,TN,37221,36.17,-86.78,$29868,$60897,$85771,850,3,194,0,Credit,343439312469610,03/2023,98,YES,2,$21400,01/2006,2011,No
Martin Reed,37,71,1982,6,Male,691 First Lane,2.0,Nashville,TN,37221,36.17,-86.78,$29868,$60897,$85771,850,3,194,1,Credit,4936982658166186,02/2021,521,NO,2,$13600,06/2007,2007,No
Martin Reed,37,71,1982,6,Male,691 First Lane,2.0,Nashville,TN,37221,36.17,-86.78,$29868,$60897,$85771,850,3,194,2,Debit,5984892227411114,03/2020,810,NO,1,$46201,10/2013,2013,No
Elora Schmidt,58,65,1961,3,Female,511 Grant Avenue,266.0,Dawsonville,GA,30534,34.42,-84.11,$20581,$41963,$53857,741,1,195,0,Credit,4403164286544036,04/2022,303,YES,2,$7700,04/2010,2010,No
Violet Robinson,37,60,1982,7,Female,3510 Mountain View Street,,Minneapolis,MN,55432,44.96,-93.26,$22059,$44976,$134335,684,1,196,0,Debit,5825169460594164,01/2010,127,YES,2,$18937,10/2005,2010,No
Phoenix Long,27,69,1992,9,Male,9264 Lake Avenue,,Grand Prairie,TX,75052,32.69,-97.01,$22922,$46733,$34333,692,2,197,0,Debit,5824919835337530,10/2021,975,YES,1,$14539,06/2012,2012,No
Phoenix Long,27,69,1992,9,Male,9264 Lake Avenue,,Grand Prairie,TX,75052,32.69,-97.01,$22922,$46733,$34333,692,2,197,1,Debit,5794394537016243,03/2020,830,YES,2,$21723,12/2011,2011,No
Sue Powell,26,60,1993,4,Female,596 Mountain View Lane,,Centerville,MA,2632,41.66,-70.34,$23129,$47160,$64193,578,1,198,0,Debit,5717616835023183,12/2023,840,YES,1,$16858,02/2020,2020,No
Tatum Reyes,23,65,1996,7,Male,374 East Lane,9032.0,West Lafayette,IN,47906,40.44,-86.91,$24737,$50433,$97029,838,3,199,0,Debit,4378087486126492,09/2022,813,NO,2,$22143,02/2020,2020,No
Tatum Reyes,23,65,1996,7,Male,374 East Lane,9032.0,West Lafayette,IN,47906,40.44,-86.91,$24737,$50433,$97029,838,3,199,1,Debit (Prepaid),4100715330943606,03/2023,975,YES,2,$61,02/2020,2020,No
Tatum Reyes,23,65,1996,7,Male,374 East Lane,9032.0,West Lafayette,IN,47906,40.44,-86.91,$24737,$50433,$97029,838,3,199,2,Debit,5353021676816457,04/2022,793,YES,1,$15683,11/2016,2016,No
Brennan Diaz,20,63,1999,8,Male,51 George Avenue,,Federal Way,WA,98023,47.3,-122.37,$25363,$51713,$86165,809,1,200,0,Debit (Prepaid),5544687575831334,08/2020,626,YES,1,$65,01/2020,2020,No
Emanuel Rivera,45,65,1974,8,Male,3916 Tenth Boulevard,9.0,Fort Worth,TX,76106,32.75,-97.33,$11876,$24215,$28552,707,6,201,0,Debit,5666352544496073,04/2022,14,YES,1,$12139,09/2019,2019,No
Emanuel Rivera,45,65,1974,8,Male,3916 Tenth Boulevard,9.0,Fort Worth,TX,76106,32.75,-97.33,$11876,$24215,$28552,707,6,201,1,Debit,4585463820960900,07/2021,441,YES,1,$10130,07/2001,2011,No
Emanuel Rivera,45,65,1974,8,Male,3916 Tenth Boulevard,9.0,Fort Worth,TX,76106,32.75,-97.33,$11876,$24215,$28552,707,6,201,2,Credit,4452171890920161,08/2023,43,YES,1,$7300,07/2004,2010,No
Emanuel Rivera,45,65,1974,8,Male,3916 Tenth Boulevard,9.0,Fort Worth,TX,76106,32.75,-97.33,$11876,$24215,$28552,707,6,201,3,Debit (Prepaid),4619393222123922,01/2012,728,NO,1,$57,11/2009,2016,No
Emanuel Rivera,45,65,1974,8,Male,3916 Tenth Boulevard,9.0,Fort Worth,TX,76106,32.75,-97.33,$11876,$24215,$28552,707,6,201,4,Credit,4534523963991464,11/2022,855,YES,1,$3800,06/2010,2011,No
Emanuel Rivera,45,65,1974,8,Male,3916 Tenth Boulevard,9.0,Fort Worth,TX,76106,32.75,-97.33,$11876,$24215,$28552,707,6,201,5,Debit (Prepaid),5046657636238622,03/2021,209,YES,2,$121,07/2008,2008,No
Gianni Kelly,49,59,1970,9,Male,813 Fifth Boulevard,,Caledonia,OH,43314,40.63,-82.96,$18293,$37298,$52134,683,1,202,0,Debit,5899151162296319,11/2020,920,YES,1,$13569,02/2006,2007,No
Kane Harris,25,67,1994,12,Male,8931 Norfolk Drive,,Mesa,AZ,85203,33.44,-111.8,$19844,$40457,$68826,739,1,203,0,Debit,5178825671566748,02/2020,674,YES,1,$15358,01/2020,2020,No
Willie Nguyen,58,72,1961,6,Male,8996 Third Street,,Arlington,MA,2476,42.41,-71.16,$40694,$82974,$181429,503,2,204,0,Debit,5337752472537047,12/1999,627,NO,1,$9550,11/1999,2018,No
Willie Nguyen,58,72,1961,6,Male,8996 Third Street,,Arlington,MA,2476,42.41,-71.16,$40694,$82974,$181429,503,2,204,1,Credit,4333340134035074,03/2024,27,YES,1,$17300,06/2011,2011,No
Evalyn Rogers,46,68,1973,7,Female,33 Tenth Street,,Huntington Station,NY,11746,40.84,-73.4,$34873,$71103,$136853,721,4,205,0,Credit,5981505152751126,02/2021,991,YES,2,$15000,08/2007,2007,No
Evalyn Rogers,46,68,1973,7,Female,33 Tenth Street,,Huntington Station,NY,11746,40.84,-73.4,$34873,$71103,$136853,721,4,205,1,Debit (Prepaid),4928847177984551,04/2023,730,YES,2,$106,07/2008,2008,No
Evalyn Rogers,46,68,1973,7,Female,33 Tenth Street,,Huntington Station,NY,11746,40.84,-73.4,$34873,$71103,$136853,721,4,205,2,Credit,4071413558241551,04/2021,58,YES,1,$20100,03/2010,2017,No
Evalyn Rogers,46,68,1973,7,Female,33 Tenth Street,,Huntington Station,NY,11746,40.84,-73.4,$34873,$71103,$136853,721,4,205,3,Debit (Prepaid),4588839670339566,12/2022,44,YES,2,$50,08/2000,2008,No
Jaycee James,43,75,1976,5,Female,5528 Lake Lane,,Muse,PA,15350,40.32,-80.21,$14320,$29194,$10895,703,2,206,0,Debit,5511261715732877,02/2015,356,YES,1,$10843,03/2008,2009,No
Jaycee James,43,75,1976,5,Female,5528 Lake Lane,,Muse,PA,15350,40.32,-80.21,$14320,$29194,$10895,703,2,206,1,Debit,4442346065712693,08/2023,225,YES,2,$12057,04/2014,2014,No
Killian Thompson,52,67,1967,10,Male,8824 Hillside Avenue,,Hendersonville,NC,28739,35.32,-82.46,$16410,$33465,$98713,669,3,207,0,Credit,5018280111106134,03/2022,425,YES,2,$11100,05/2019,2019,No
Killian Thompson,52,67,1967,10,Male,8824 Hillside Avenue,,Hendersonville,NC,28739,35.32,-82.46,$16410,$33465,$98713,669,3,207,1,Debit,4277949954820732,06/2012,902,YES,1,$13969,07/2004,2008,No
Killian Thompson,52,67,1967,10,Male,8824 Hillside Avenue,,Hendersonville,NC,28739,35.32,-82.46,$16410,$33465,$98713,669,3,207,2,Credit,5327096819732640,04/2023,715,YES,1,$7600,07/2003,2017,No
Alayna Carter,20,71,1999,6,Female,69 Norfolk Avenue,,Warren,OH,44483,41.23,-80.81,$15361,$31314,$40331,721,4,208,0,Debit,4453802456299794,10/2024,667,YES,1,$9578,01/2020,2020,No
Alayna Carter,20,71,1999,6,Female,69 Norfolk Avenue,,Warren,OH,44483,41.23,-80.81,$15361,$31314,$40331,721,4,208,1,Debit,4491913667007053,10/2023,158,YES,1,$16711,02/2020,2020,No
Alayna Carter,20,71,1999,6,Female,69 Norfolk Avenue,,Warren,OH,44483,41.23,-80.81,$15361,$31314,$40331,721,4,208,2,Debit,5158128139878007,11/2020,958,YES,2,$15435,12/2018,2018,No
Alayna Carter,20,71,1999,6,Female,69 Norfolk Avenue,,Warren,OH,44483,41.23,-80.81,$15361,$31314,$40331,721,4,208,3,Credit,306900138857551,06/2020,741,YES,1,$14300,01/2020,2020,No
Maximilian Kelly,36,68,1983,7,Male,57 Pine Boulevard,,Tulsa,OK,74110,36.12,-95.91,$11633,$23718,$1386,712,2,209,0,Debit,5597563473232224,04/2020,348,YES,1,$9431,04/2015,2015,No
Maximilian Kelly,36,68,1983,7,Male,57 Pine Boulevard,,Tulsa,OK,74110,36.12,-95.91,$11633,$23718,$1386,712,2,209,1,Credit,5933548652460822,04/2022,92,YES,1,$6100,07/2009,2012,No
Cecilia Thompson,46,66,1973,6,Female,9528 Hill Street,861.0,Arnold,MD,21012,39.04,-76.49,$35645,$72670,$28915,718,3,210,0,Credit,6661610009330324,09/2014,5,YES,1,$17400,10/2010,2013,No
Cecilia Thompson,46,66,1973,6,Female,9528 Hill Street,861.0,Arnold,MD,21012,39.04,-76.49,$35645,$72670,$28915,718,3,210,1,Debit,5073319862133386,01/2024,52,YES,1,$35500,11/2006,2011,No
Cecilia Thompson,46,66,1973,6,Female,9528 Hill Street,861.0,Arnold,MD,21012,39.04,-76.49,$35645,$72670,$28915,718,3,210,2,Debit,5745854957552328,08/2023,938,YES,2,$27687,06/2004,2007,No
Harley Wright,24,67,1995,4,Female,8251 Park Lane,,Dublin,OH,43016,40.11,-83.13,$38243,$77972,$6128,686,3,211,0,Debit,5741290693284534,01/2024,500,NO,2,$40073,02/2020,2020,No
Harley Wright,24,67,1995,4,Female,8251 Park Lane,,Dublin,OH,43016,40.11,-83.13,$38243,$77972,$6128,686,3,211,1,Credit,5007745667422003,08/2023,279,YES,2,$22000,02/2020,2020,No
Harley Wright,24,67,1995,4,Female,8251 Park Lane,,Dublin,OH,43016,40.11,-83.13,$38243,$77972,$6128,686,3,211,2,Debit,4338188789911417,03/2021,287,NO,2,$8509,01/2020,2020,No
Jamie Merkel,38,66,1981,10,Female,177 Maple Boulevard,,Van Buren,AR,72956,35.44,-94.35,$17093,$34854,$40722,746,5,212,0,Debit,5128543726124447,12/2018,303,YES,1,$11037,06/2013,2013,No
Jamie Merkel,38,66,1981,10,Female,177 Maple Boulevard,,Van Buren,AR,72956,35.44,-94.35,$17093,$34854,$40722,746,5,212,1,Debit,5713930994921001,10/2023,41,YES,1,$16986,03/2007,2010,No
Jamie Merkel,38,66,1981,10,Female,177 Maple Boulevard,,Van Buren,AR,72956,35.44,-94.35,$17093,$34854,$40722,746,5,212,2,Credit,4796074118728753,03/2011,978,YES,1,$8800,10/2007,2014,No
Jamie Merkel,38,66,1981,10,Female,177 Maple Boulevard,,Van Buren,AR,72956,35.44,-94.35,$17093,$34854,$40722,746,5,212,3,Debit,5895478812166500,01/2024,598,YES,2,$8212,08/2010,2011,No
Jamie Merkel,38,66,1981,10,Female,177 Maple Boulevard,,Van Buren,AR,72956,35.44,-94.35,$17093,$34854,$40722,746,5,212,4,Debit,4750471235873274,09/2023,924,YES,2,$24270,09/2007,2008,No
Lauren Parker,25,69,1994,12,Female,299 Oak Boulevard,,Mcminnville,OR,97128,45.19,-123.24,$18098,$36902,$60538,711,1,213,0,Debit,4052703300349866,01/2024,388,YES,2,$12586,01/2020,2020,No
Eva Roman,28,59,1991,12,Female,7087 Plum Street,,Saint Petersburg,FL,33706,27.75,-82.64,$26476,$53984,$76118,701,1,214,0,Credit,302701760602871,09/2019,163,NO,2,$11800,01/2018,2018,No
Koa Barnes,80,69,1939,3,Male,614 Spruce Avenue,,Whitehouse Station,NJ,8889,40.6,-74.76,$46827,$104692,$6955,704,2,215,0,Debit,5065968170690023,10/2021,724,NO,2,$18050,03/2003,2010,No
Koa Barnes,80,69,1939,3,Male,614 Spruce Avenue,,Whitehouse Station,NJ,8889,40.6,-74.76,$46827,$104692,$6955,704,2,215,1,Credit,6275110784130495,09/2022,286,YES,2,$21800,07/2010,2011,No
Raven Hall,24,66,1995,5,Female,625 Washington Lane,,Kirkland,WA,98033,47.67,-122.18,$49629,$101191,$290730,659,1,216,0,Debit (Prepaid),5168819174478422,04/2024,832,YES,1,$97,02/2020,2020,No
Roberto Peres,38,66,1981,10,Male,311 Fifth Drive,,Ann Arbor,MI,48103,42.27,-83.73,$34119,$69566,$50003,791,4,217,0,Credit,318803318319134,05/2009,526,YES,2,$19600,04/2008,2011,No
Roberto Peres,38,66,1981,10,Male,311 Fifth Drive,,Ann Arbor,MI,48103,42.27,-83.73,$34119,$69566,$50003,791,4,217,1,Credit,6611325354970095,12/2019,708,NO,2,$21900,03/2011,2011,No
Roberto Peres,38,66,1981,10,Male,311 Fifth Drive,,Ann Arbor,MI,48103,42.27,-83.73,$34119,$69566,$50003,791,4,217,2,Credit,4404395202932242,12/2008,547,YES,2,$21400,11/2008,2011,No
Roberto Peres,38,66,1981,10,Male,311 Fifth Drive,,Ann Arbor,MI,48103,42.27,-83.73,$34119,$69566,$50003,791,4,217,3,Debit,5166389194621461,02/2024,231,NO,2,$34572,10/2009,2015,No
London Reyes,21,71,1998,4,Male,966 Sussex Boulevard,,Villa Park,IL,60181,41.88,-87.97,$24223,$49382,$43126,762,1,218,0,Credit,5450176266666014,08/2020,94,YES,2,$11700,02/2020,2020,No
Julianna Clark,41,65,1979,1,Female,9059 Eighth Avenue,,Bakersville,NC,28705,36.01,-82.15,$14093,$28733,$0,702,3,219,0,Credit,5166184234444186,02/2020,459,YES,1,$8500,01/2008,2009,No
Julianna Clark,41,65,1979,1,Female,9059 Eighth Avenue,,Bakersville,NC,28705,36.01,-82.15,$14093,$28733,$0,702,3,219,1,Debit,5124862044427461,08/2021,457,YES,2,$19928,09/2009,2011,No
Julianna Clark,41,65,1979,1,Female,9059 Eighth Avenue,,Bakersville,NC,28705,36.01,-82.15,$14093,$28733,$0,702,3,219,2,Debit,5103189398605024,01/2023,278,YES,1,$9902,11/2010,2012,No
Makai Ward,87,72,1932,8,Male,4713 First Boulevard,,Columbia City,IN,46725,41.15,-85.48,$19914,$30349,$2985,686,4,220,0,Credit,4700163491012710,04/2021,598,YES,1,$11000,02/2002,2015,No
Makai Ward,87,72,1932,8,Male,4713 First Boulevard,,Columbia City,IN,46725,41.15,-85.48,$19914,$30349,$2985,686,4,220,1,Credit,5742718738269550,08/2023,363,YES,1,$6300,09/2010,2010,No
Makai Ward,87,72,1932,8,Male,4713 First Boulevard,,Columbia City,IN,46725,41.15,-85.48,$19914,$30349,$2985,686,4,220,2,Debit,4454576588239754,12/2022,519,YES,1,$22474,08/2012,2012,No
Makai Ward,87,72,1932,8,Male,4713 First Boulevard,,Columbia City,IN,46725,41.15,-85.48,$19914,$30349,$2985,686,4,220,3,Debit,5676742282559057,08/2024,195,YES,1,$24926,08/2001,2011,No
Jayden Diaz,31,68,1988,3,Male,4165 Valley Avenue,,Glen Carbon,IL,62034,38.76,-89.97,$28710,$58538,$93153,610,1,221,0,Debit (Prepaid),5832570048691477,02/2020,589,YES,2,$77,02/2020,2020,No
Hazel Collins,32,66,1987,8,Female,38 Catherine Boulevard,5.0,Saint Petersburg,FL,33705,27.75,-82.64,$18100,$36901,$23293,695,4,222,0,Credit,4973418783827146,02/2020,351,YES,1,$9100,01/2020,2020,No
Hazel Collins,32,66,1987,8,Female,38 Catherine Boulevard,5.0,Saint Petersburg,FL,33705,27.75,-82.64,$18100,$36901,$23293,695,4,222,1,Debit,5514287546883555,07/2018,616,YES,1,$10838,12/2009,2010,No
Hazel Collins,32,66,1987,8,Female,38 Catherine Boulevard,5.0,Saint Petersburg,FL,33705,27.75,-82.64,$18100,$36901,$23293,695,4,222,2,Debit,5393478219521011,07/2020,98,YES,1,$1940,01/2020,2020,No
Hazel Collins,32,66,1987,8,Female,38 Catherine Boulevard,5.0,Saint Petersburg,FL,33705,27.75,-82.64,$18100,$36901,$23293,695,4,222,3,Debit,5538157860540581,06/2016,877,YES,2,$100,07/2008,2008,No
Deacon Bell,70,65,1950,1,Male,3485 Federal Avenue,,Cochranville,PA,19330,39.87,-75.92,$24725,$49531,$6707,737,6,223,0,Debit,5493054218474584,01/2021,938,YES,1,$23231,10/2007,2011,No
Deacon Bell,70,65,1950,1,Male,3485 Federal Avenue,,Cochranville,PA,19330,39.87,-75.92,$24725,$49531,$6707,737,6,223,1,Debit,4483872607052928,03/2009,224,YES,2,$17323,03/2005,2011,No
Deacon Bell,70,65,1950,1,Male,3485 Federal Avenue,,Cochranville,PA,19330,39.87,-75.92,$24725,$49531,$6707,737,6,223,2,Credit,4539282352879535,07/2021,719,YES,2,$11800,02/2005,2018,No
Deacon Bell,70,65,1950,1,Male,3485 Federal Avenue,,Cochranville,PA,19330,39.87,-75.92,$24725,$49531,$6707,737,6,223,3,Credit,5261546733039060,06/2022,897,YES,2,$6100,07/2017,2017,No
Deacon Bell,70,65,1950,1,Male,3485 Federal Avenue,,Cochranville,PA,19330,39.87,-75.92,$24725,$49531,$6707,737,6,223,4,Debit,5607545663588371,06/2022,320,YES,1,$18241,04/2016,2016,No
Deacon Bell,70,65,1950,1,Male,3485 Federal Avenue,,Cochranville,PA,19330,39.87,-75.92,$24725,$49531,$6707,737,6,223,5,Debit (Prepaid),4615078938268870,11/2007,149,NO,2,$100,05/2004,2010,No
Rafael Cruz,68,66,1951,8,Male,198 Main Boulevard,46.0,Chicago,IL,60653,41.83,-87.68,$20649,$35370,$14777,562,1,224,0,Credit,5237651154500170,12/2007,555,YES,2,$12700,11/2007,2010,No
Ruby Farhad,45,62,1975,1,Female,891 Fourth Avenue,,Wooster,OH,44691,40.81,-81.93,$18962,$38666,$116783,822,1,225,0,Credit,4012401097853240,03/2022,931,YES,3,$4600,04/2008,2010,No
Jewel Baker,24,70,1995,12,Female,8094 Catherine Lane,,Lowell,MA,1851,42.63,-71.32,$20458,$41714,$54541,687,3,226,0,Debit,5144733341253778,05/2023,686,YES,1,$21106,01/2020,2020,No
Jewel Baker,24,70,1995,12,Female,8094 Catherine Lane,,Lowell,MA,1851,42.63,-71.32,$20458,$41714,$54541,687,3,226,1,Debit,5407128452594549,02/2020,444,YES,1,$16417,02/2020,2020,No
Jewel Baker,24,70,1995,12,Female,8094 Catherine Lane,,Lowell,MA,1851,42.63,-71.32,$20458,$41714,$54541,687,3,226,2,Credit,5011729300918944,10/2020,29,YES,1,$6500,02/2015,2015,No
Jason Moore,32,66,1987,8,Male,41 Plum Boulevard,8942.0,Lottsburg,VA,22511,37.96,-76.51,$12018,$24505,$52405,759,1,227,0,Credit,5952221076870750,08/2020,821,YES,2,$5600,01/2020,2020,No
Pierce Cooper,43,65,1977,1,Male,2974 Grant Avenue,49.0,Valley Stream,NY,11580,40.66,-73.7,$27778,$56640,$104134,672,4,228,0,Credit,5991530949395987,07/2015,711,YES,1,$5700,03/2012,2012,No
Pierce Cooper,43,65,1977,1,Male,2974 Grant Avenue,49.0,Valley Stream,NY,11580,40.66,-73.7,$27778,$56640,$104134,672,4,228,1,Credit,4442371694432270,11/2022,200,YES,1,$11800,12/2011,2011,No
Pierce Cooper,43,65,1977,1,Male,2974 Grant Avenue,49.0,Valley Stream,NY,11580,40.66,-73.7,$27778,$56640,$104134,672,4,228,2,Credit,4635588567901594,05/2022,313,YES,2,$20700,02/2007,2007,No
Pierce Cooper,43,65,1977,1,Male,2974 Grant Avenue,49.0,Valley Stream,NY,11580,40.66,-73.7,$27778,$56640,$104134,672,4,228,3,Debit,5891506977538040,02/2021,906,YES,2,$17587,02/2016,2016,No
Lucinda Nelson,53,67,1966,10,Female,456 Lincoln Boulevard,77.0,Orchard Park,NY,14127,42.76,-78.74,$30202,$61578,$85383,602,2,229,0,Debit,4820798124390414,01/2021,40,YES,2,$24651,10/2009,2015,No
Lucinda Nelson,53,67,1966,10,Female,456 Lincoln Boulevard,77.0,Orchard Park,NY,14127,42.76,-78.74,$30202,$61578,$85383,602,2,229,1,Debit,4855497833896747,02/2020,610,YES,2,$27727,12/2003,2009,No
Fiona Gomez,53,66,1966,11,Female,1959 Forest Street,,Rockford,IL,61107,42.27,-89.06,$24589,$50139,$109623,767,3,230,0,Debit,5866359917107313,12/2023,102,YES,1,$21727,11/2008,2008,No
Fiona Gomez,53,66,1966,11,Female,1959 Forest Street,,Rockford,IL,61107,42.27,-89.06,$24589,$50139,$109623,767,3,230,1,Credit,4682446350562811,08/2023,554,YES,1,$13900,12/2010,2010,No
Fiona Gomez,53,66,1966,11,Female,1959 Forest Street,,Rockford,IL,61107,42.27,-89.06,$24589,$50139,$109623,767,3,230,2,Credit,5206052634840458,05/2022,923,YES,2,$10300,07/2019,2019,No
Mohamed Parker,21,68,1998,12,Male,74 Hill Avenue,9.0,Minneapolis,KS,67467,39.12,-97.7,$16990,$34646,$54205,759,1,231,0,Debit (Prepaid),4208596410593807,11/2024,957,YES,1,$16,01/2020,2020,No
Jaylen Merkel,22,65,1998,1,Male,5274 Martin Luther King Lane,,Fort Worth,TX,76164,32.75,-97.33,$12274,$25024,$29227,691,2,232,0,Debit,4447933834459564,04/2024,90,YES,1,$9146,01/2020,2020,No
Jaylen Merkel,22,65,1998,1,Male,5274 Martin Luther King Lane,,Fort Worth,TX,76164,32.75,-97.33,$12274,$25024,$29227,691,2,232,1,Credit,5140347165185819,02/2020,633,YES,2,$5000,02/2020,2020,No
Sydney Fox,41,68,1979,1,Female,136 South Street,,Chicago,IL,60619,41.83,-87.68,$16114,$32856,$26535,703,3,233,0,Debit,5333200083950497,07/2016,47,YES,1,$17895,04/2016,2016,No
Sydney Fox,41,68,1979,1,Female,136 South Street,,Chicago,IL,60619,41.83,-87.68,$16114,$32856,$26535,703,3,233,1,Debit (Prepaid),4790335686286667,01/2022,921,YES,1,$59,08/2011,2011,No
Sydney Fox,41,68,1979,1,Female,136 South Street,,Chicago,IL,60619,41.83,-87.68,$16114,$32856,$26535,703,3,233,2,Credit,4205377401404982,07/2022,905,YES,1,$11800,02/2004,2013,No
Sally Mitchell,41,66,1978,10,Female,560 Summit Street,,Hillsboro,IL,62049,39.16,-89.48,$17696,$36080,$80443,839,3,234,0,Debit (Prepaid),5000674775470352,10/2016,358,YES,2,$74,03/2012,2012,No
Sally Mitchell,41,66,1978,10,Female,560 Summit Street,,Hillsboro,IL,62049,39.16,-89.48,$17696,$36080,$80443,839,3,234,1,Debit,5261707910736288,05/2020,104,YES,1,$13168,08/2001,2007,No
Sally Mitchell,41,66,1978,10,Female,560 Summit Street,,Hillsboro,IL,62049,39.16,-89.48,$17696,$36080,$80443,839,3,234,2,Debit,5197717468385411,07/2006,928,YES,1,$12431,04/2005,2007,No
Marissa Miller,32,68,1987,11,Female,593 Washington Drive,,Garland,TX,75042,32.91,-96.62,$14535,$29637,$56446,569,3,235,0,Debit,5367393978634449,02/2020,488,YES,2,$21478,02/2020,2020,No
Marissa Miller,32,68,1987,11,Female,593 Washington Drive,,Garland,TX,75042,32.91,-96.62,$14535,$29637,$56446,569,3,235,1,Debit,5132040468161147,06/2022,792,YES,2,$4583,09/2006,2015,No
Marissa Miller,32,68,1987,11,Female,593 Washington Drive,,Garland,TX,75042,32.91,-96.62,$14535,$29637,$56446,569,3,235,2,Debit (Prepaid),4389249731393098,02/2020,950,YES,1,$11,02/2020,2020,No
Clark Braun,56,65,1964,2,Male,281 Martin Luther King Avenue,,Wewoka,OK,74884,35.14,-96.49,$14004,$28553,$94214,747,3,236,0,Credit,4050701553546410,07/2020,644,YES,1,$5800,10/2007,2013,No
Clark Braun,56,65,1964,2,Male,281 Martin Luther King Avenue,,Wewoka,OK,74884,35.14,-96.49,$14004,$28553,$94214,747,3,236,1,Debit,5569531561859094,01/2013,29,YES,2,$2704,05/2006,2013,No
Clark Braun,56,65,1964,2,Male,281 Martin Luther King Avenue,,Wewoka,OK,74884,35.14,-96.49,$14004,$28553,$94214,747,3,236,2,Debit,5926369913315413,04/2021,982,NO,1,$7581,07/2005,2014,No
Sullivan Brown,18,65,2001,9,Male,1335 Norfolk Drive,8.0,East Falmouth,MA,2536,41.56,-70.55,$21335,$43499,$108468,701,4,237,0,Credit,4333566542239051,02/2020,211,NO,1,$10200,02/2020,2020,No
Sullivan Brown,18,65,2001,9,Male,1335 Norfolk Drive,8.0,East Falmouth,MA,2536,41.56,-70.55,$21335,$43499,$108468,701,4,237,1,Debit,5979460179212685,10/2022,565,YES,1,$9984,01/2020,2020,No
Sullivan Brown,18,65,2001,9,Male,1335 Norfolk Drive,8.0,East Falmouth,MA,2536,41.56,-70.55,$21335,$43499,$108468,701,4,237,2,Debit,4970053603571619,04/2022,864,YES,2,$2174,02/2020,2020,No
Sullivan Brown,18,65,2001,9,Male,1335 Norfolk Drive,8.0,East Falmouth,MA,2536,41.56,-70.55,$21335,$43499,$108468,701,4,237,3,Credit,4101014748476784,03/2023,701,YES,2,$200,01/2020,2020,No
Aubree Howard,35,57,1984,6,Female,47428 First Boulevard,,Solon,IA,52333,41.8,-91.49,$29059,$59248,$173887,725,5,238,0,Credit,5613179179990520,04/2021,874,YES,2,$7900,02/2020,2020,No
Aubree Howard,35,57,1984,6,Female,47428 First Boulevard,,Solon,IA,52333,41.8,-91.49,$29059,$59248,$173887,725,5,238,1,Debit,4909457460257161,03/2020,892,NO,1,$20827,04/2011,2011,No
Aubree Howard,35,57,1984,6,Female,47428 First Boulevard,,Solon,IA,52333,41.8,-91.49,$29059,$59248,$173887,725,5,238,2,Debit (Prepaid),5458802986531944,02/2020,895,NO,1,$74,02/2020,2020,No
Aubree Howard,35,57,1984,6,Female,47428 First Boulevard,,Solon,IA,52333,41.8,-91.49,$29059,$59248,$173887,725,5,238,3,Debit,4492510144355977,02/2020,858,YES,1,$52585,02/2020,2020,No
Aubree Howard,35,57,1984,6,Female,47428 First Boulevard,,Solon,IA,52333,41.8,-91.49,$29059,$59248,$173887,725,5,238,4,Credit,4704292963714441,06/2023,871,NO,1,$16700,12/2008,2009,No
