User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
500,3,Visa,Debit,4719754046419730,Sep-24,990,NO,2,"$1,587.00",Jul-10,2013,No
500,4,Visa,Debit,4594555086793740,Oct-22,454,YES,2,"$28,156.00",Apr-10,2010,No
501,0,Visa,Credit,4591747777139070,May-22,694,NO,1,"$6,500.00",Nov-06,2018,No
501,1,Mastercard,Debit,5592784175875650,Oct-12,692,YES,2,"$4,324.00",Dec-11,2011,No
501,2,Visa,Debit,4495057265994440,Jan-22,846,YES,2,"$1,112.00",Jun-10,2010,No
502,0,Visa,Credit,4461982939631750,Feb-20,706,YES,1,"$19,600.00",Feb-20,2020,No
502,1,Visa,Debit,4086265157159120,May-23,965,YES,2,"$15,182.00",Apr-07,2009,No
502,2,Visa,Credit,4813172947971800,May-17,550,YES,1,"$14,200.00",Aug-12,2012,No
502,3,Mastercard,Debit,5393830319691220,Aug-22,765,YES,1,"$30,065.00",May-01,2011,No
503,0,Visa,Credit,4254314337252550,May-22,597,NO,1,"$10,600.00",Feb-20,2020,No
503,1,Visa,Debit,4792077988071120,Aug-20,969,YES,1,"$39,764.00",Nov-13,2013,No
503,2,Mastercard,Debit,5546499017389140,Oct-23,468,YES,1,"$27,208.00",Jul-08,2008,No
503,3,Mastercard,Debit,5498290106887750,Mar-16,927,NO,1,"$29,637.00",Mar-10,2010,No
503,4,Mastercard,Debit,5969016640971730,Feb-20,625,YES,1,"$24,442.00",Feb-20,2020,No
503,5,Mastercard,Debit,5805455899430050,Sep-24,461,YES,2,"$28,390.00",Apr-08,2008,No
504,0,Amex,Credit,398921295633424,Jan-24,659,YES,2,"$6,600.00",Sep-14,2014,No
504,1,Mastercard,Debit,5922157962642450,Oct-07,869,YES,1,"$11,510.00",Aug-99,2011,No
504,2,Mastercard,Credit,5840051343792980,Jun-12,650,YES,1,"$6,400.00",Sep-06,2011,No
504,3,Discover,Credit,6129847719830710,Aug-24,972,YES,1,"$1,800.00",Jan-06,2007,No
505,0,Visa,Credit,4509891646969770,Mar-24,503,YES,2,"$1,500.00",Jan-05,2009,No
505,1,Visa,Debit,4836727908429080,Jan-20,314,YES,1,"$14,813.00",Jan-20,2020,No
506,0,Mastercard,Debit,5215629197170610,Dec-20,502,YES,2,"$40,176.00",May-05,2009,No
507,0,Amex,Credit,377759808724051,Oct-23,360,YES,1,"$10,300.00",Jan-06,2013,No
507,1,Visa,Credit,4373234712011850,Jan-20,735,YES,2,"$4,400.00",Feb-11,2011,No
507,2,Visa,Debit,4251519859550270,Apr-19,637,YES,2,"$15,878.00",Aug-06,2008,No
508,0,Visa,Credit,4812870507989200,Jun-20,393,YES,2,"$8,500.00",Jul-15,2015,No
508,1,Mastercard,Debit,5610324213392850,Oct-23,951,YES,2,"$18,022.00",Jan-20,2020,No
508,2,Mastercard,Debit,5542638681640100,Jun-16,555,YES,1,"$19,597.00",Jun-10,2010,No
508,3,Visa,Debit,4365836294015490,Sep-21,569,YES,1,"$51,504.00",Dec-10,2010,No
509,0,Visa,Debit,4823239404534030,Oct-21,123,YES,2,"$28,717.00",Jan-05,2014,No
509,1,Amex,Credit,335477025007820,Nov-21,741,NO,1,"$7,100.00",Oct-06,2006,No
509,2,Mastercard,Debit,5405712448987530,Jun-20,515,NO,1,"$27,974.00",Sep-03,2012,No
510,0,Mastercard,Debit,5713915813035530,Dec-22,155,NO,2,"$6,629.00",Oct-07,2008,No
510,1,Mastercard,Debit,5554873957809710,Mar-24,511,YES,2,"$2,093.00",Nov-07,2015,No
510,2,Visa,Debit,4170871321743410,Sep-23,676,YES,2,"$27,053.00",Jul-11,2011,No
510,3,Mastercard,Debit,5870786595656020,May-23,221,YES,2,"$15,800.00",Jun-02,2012,No
511,0,Visa,Debit,4178535461392080,May-15,804,YES,1,"$20,699.00",May-02,2008,No
511,1,Visa,Debit,4671850635889890,Nov-20,859,YES,2,"$31,662.00",Apr-12,2012,No
511,2,Mastercard,Credit,5219123186357730,Jun-23,005,YES,1,"$18,900.00",Dec-10,2011,No
511,3,Visa,Credit,4135829985251300,Nov-06,069,YES,2,"$14,200.00",Oct-06,2010,No
511,4,Mastercard,Debit,5434239693376740,Dec-22,501,YES,2,"$25,292.00",Dec-13,2013,No
511,5,Mastercard,Debit,5483162440698410,Mar-23,973,YES,1,"$19,299.00",Feb-20,2020,No
511,6,Visa,Debit,4815904170762930,Mar-17,581,YES,2,"$27,215.00",Aug-07,2010,No
512,0,Mastercard,Debit,5461068745624970,Apr-12,047,YES,2,"$10,934.00",Jul-06,2015,No
513,0,Mastercard,Credit,5831265252494760,Apr-15,530,YES,2,"$20,300.00",Nov-09,2010,No
513,1,Amex,Credit,364958962386268,Oct-12,140,YES,2,"$9,700.00",Oct-99,2007,No
513,2,Visa,Debit (Prepaid),4237846626072610,Aug-23,204,NO,2,$87.00,Jun-06,2006,No
514,0,Visa,Credit,4365828013345600,Feb-23,945,YES,2,"$11,700.00",Feb-13,2013,No
514,1,Mastercard,Debit,5577607865497290,Dec-24,463,YES,2,"$16,460.00",Apr-10,2010,No
514,2,Visa,Debit,4602472596754070,Apr-23,588,YES,1,"$27,036.00",Aug-19,2019,No
515,0,Amex,Credit,343796888595234,Jun-20,130,YES,2,"$3,100.00",Nov-11,2011,No
515,1,Visa,Debit,4686786422368480,Aug-21,648,YES,1,"$21,757.00",Jan-11,2011,No
515,2,Visa,Debit,4584216972557570,Jul-21,880,YES,2,"$15,925.00",Aug-07,2007,No
515,3,Amex,Credit,335015591165588,Dec-19,916,YES,1,"$10,100.00",May-07,2016,No
516,0,Mastercard,Debit,5198483282511110,Jul-22,392,YES,2,"$20,660.00",Jul-18,2018,No
516,1,Visa,Debit,4470355925741360,May-22,231,YES,1,"$18,301.00",Feb-10,2010,No
516,2,Visa,Credit,4118885453058690,May-11,419,YES,2,"$14,200.00",Nov-10,2018,No
517,0,Visa,Debit,4475380884726150,Jun-24,972,YES,1,"$24,230.00",Dec-09,2011,No
517,1,Visa,Debit,4304585079155850,Oct-13,340,YES,1,"$19,636.00",Jan-13,2013,No
517,2,Mastercard,Debit (Prepaid),5000846807980560,Jul-24,345,YES,3,$102.00,Feb-18,2018,No
517,3,Mastercard,Debit,5655027232477390,Sep-22,848,YES,2,"$21,218.00",Oct-18,2018,No
517,4,Visa,Debit,4602706416826250,Mar-21,862,YES,2,"$27,066.00",Sep-18,2018,No
517,5,Mastercard,Debit,5180082121310710,Jun-16,148,YES,2,"$19,723.00",Jul-06,2010,No
518,0,Visa,Debit,4906910670363160,Dec-20,443,YES,2,"$21,990.00",Feb-20,2020,No
518,1,Mastercard,Debit,5037135277339670,Nov-21,719,YES,2,"$26,251.00",Jan-20,2020,No
519,0,Visa,Debit,4815588963693440,Apr-22,752,NO,2,"$14,614.00",Feb-15,2015,No
519,1,Visa,Credit,4239689640583420,Nov-22,010,YES,1,"$12,800.00",Apr-01,2003,No
519,2,Mastercard,Debit,5965680471968380,Feb-06,491,YES,2,"$17,897.00",Feb-00,2013,No
519,3,Visa,Credit,4023269244492110,Jun-24,413,YES,1,"$8,700.00",Feb-20,2020,No
520,0,Amex,Credit,388335286539294,Sep-21,695,YES,2,"$19,500.00",Sep-05,2007,No
520,1,Mastercard,Debit,5418596356337170,Jun-15,899,YES,1,"$24,111.00",Mar-15,2015,No
520,2,Mastercard,Debit,5930575507132280,Jun-23,751,YES,1,"$34,839.00",Oct-15,2015,No
520,3,Mastercard,Credit,5293527173763220,Apr-23,542,YES,1,"$12,800.00",Jun-10,2012,No
521,0,Mastercard,Credit,5073085904399850,Oct-21,019,YES,2,"$9,600.00",Nov-04,2011,No
521,1,Visa,Debit,4046787704522230,Apr-22,654,YES,2,"$15,112.00",Jul-05,2016,No
521,2,Mastercard,Credit,5539431041002730,Sep-24,932,YES,2,"$11,100.00",Jan-20,2020,No
521,3,Visa,Debit,4488660162981930,Jun-23,852,YES,1,"$14,295.00",Feb-10,2010,No
522,0,Mastercard,Credit,5618482408174950,Feb-20,793,YES,1,"$5,400.00",Jan-20,2020,No
523,0,Mastercard,Debit,5792661772040760,Oct-23,862,YES,2,"$18,092.00",Jan-10,2015,No
523,1,Mastercard,Debit,5446646218200600,Dec-22,473,YES,2,"$23,244.00",Nov-07,2007,No
524,0,Visa,Debit,4886036634951650,Apr-23,841,YES,1,"$12,639.00",Aug-12,2012,No
524,1,Mastercard,Debit,5208111902646300,Dec-21,143,YES,1,"$13,482.00",Jul-14,2014,No
524,2,Mastercard,Debit,5683051566552760,Mar-24,924,YES,1,"$13,022.00",May-10,2010,No
524,3,Mastercard,Debit,5024398810633930,Feb-20,575,NO,2,"$23,999.00",Apr-14,2014,No
525,0,Visa,Debit,4388509355512100,Jan-20,052,YES,2,"$12,837.00",May-01,2013,No
525,1,Mastercard,Debit,5133994303927340,Jul-12,012,YES,1,"$25,177.00",Jun-07,2012,No
525,2,Visa,Credit,4999872563975230,Jan-06,258,YES,1,"$18,800.00",May-04,2011,No
526,0,Visa,Credit,4012239673381940,Mar-20,960,YES,2,"$3,900.00",Apr-14,2014,No
527,0,Discover,Credit,6491563889949650,Feb-23,834,YES,2,"$7,200.00",Jan-20,2020,No
528,0,Mastercard,Debit,5040046262063370,Dec-24,731,YES,2,"$11,749.00",Jun-03,2015,No
528,1,Mastercard,Debit (Prepaid),5361683790644830,Jan-21,225,YES,1,$77.00,Sep-04,2011,No
529,0,Visa,Debit,4239806874218450,Nov-11,564,YES,2,"$86,262.00",Oct-11,2011,No
529,1,Visa,Debit,4546418791213680,Jun-10,955,YES,1,"$92,939.00",Feb-04,2011,No
529,2,Visa,Debit,4025546651211980,Feb-24,741,YES,2,"$64,613.00",Jan-19,2019,No
530,0,Visa,Debit,4576325893639020,Feb-20,008,YES,2,"$27,305.00",Feb-20,2020,No
531,0,Visa,Debit,4816684331004030,Jan-23,757,YES,1,"$24,546.00",Aug-08,2010,No
531,1,Mastercard,Debit,5313945757861650,Sep-18,764,YES,1,"$25,121.00",Jan-18,2018,No
531,2,Discover,Credit,6733959530204170,Sep-22,878,YES,1,"$17,000.00",Jul-01,2018,No
531,3,Visa,Credit,4506945480857980,May-23,476,YES,2,"$6,800.00",Oct-13,2013,No
531,4,Mastercard,Credit,5891397747740840,Dec-13,198,YES,2,"$15,100.00",Aug-11,2011,No
532,0,Mastercard,Credit,5479226934776670,Sep-13,276,YES,1,"$14,300.00",Jul-08,2008,No
532,1,Amex,Credit,340213655737651,Nov-24,108,YES,2,"$8,800.00",Feb-15,2015,No
533,0,Visa,Credit,4073585160932950,May-23,635,YES,2,"$4,100.00",May-12,2012,No
533,1,Amex,Credit,354919576312722,Aug-21,795,YES,1,"$9,500.00",Aug-08,2016,No
533,2,Mastercard,Credit,5569011066508190,Jun-10,780,YES,1,"$8,500.00",Jul-06,2011,No
534,0,Visa,Debit,4699690787956730,May-23,005,NO,2,"$21,741.00",Feb-20,2020,No
534,1,Visa,Debit,4748742930224050,Sep-20,974,YES,1,"$1,741.00",Feb-20,2020,No
535,0,Mastercard,Debit (Prepaid),5941982171557630,Apr-21,756,YES,2,$74.00,Feb-20,2020,No
535,1,Visa,Credit,4224965156816540,Feb-24,389,NO,1,"$8,700.00",Feb-20,2020,No
535,2,Mastercard,Debit (Prepaid),5515026771729880,Mar-24,311,YES,1,$63.00,Jan-20,2020,No
536,0,Amex,Credit,371624685132627,Oct-22,297,YES,2,"$18,400.00",Jan-10,2015,No
536,1,Visa,Credit,4682031333555580,Dec-22,219,YES,2,"$9,700.00",Apr-19,2019,No
536,2,Mastercard,Credit,5437152511733310,Jan-22,853,YES,1,"$13,800.00",Jul-09,2017,No
536,3,Visa,Credit,4518067619451760,Jun-20,429,YES,2,$0.00,Jun-09,2011,No
537,0,Visa,Debit,4422198494122150,Oct-20,852,YES,2,"$22,501.00",Feb-10,2010,No
538,0,Visa,Debit,4680510288921420,Sep-13,217,YES,2,"$25,307.00",Sep-12,2012,No
538,1,Visa,Debit,4414800408438410,Jun-20,833,YES,1,"$23,401.00",Oct-08,2011,No
538,2,Mastercard,Debit,5039380212110230,Jul-20,830,YES,1,"$34,385.00",Jan-16,2016,No
539,0,Visa,Debit,4201603557566120,Jan-23,380,YES,2,"$15,485.00",Oct-04,2010,No
539,1,Mastercard,Debit,5903118148557390,Nov-22,939,NO,3,"$14,156.00",Jan-07,2018,No
539,2,Visa,Credit,4433520087348350,Nov-21,303,YES,2,"$12,400.00",Sep-14,2014,No
539,3,Mastercard,Debit,5653383391642960,May-24,280,YES,2,"$14,850.00",Sep-12,2012,No
540,0,Mastercard,Debit,5639527120868390,Oct-23,126,YES,1,"$25,093.00",Jul-02,2006,No
541,0,Mastercard,Debit,5283951994405150,Jan-20,201,NO,1,"$19,991.00",Jan-20,2020,No
542,0,Mastercard,Debit (Prepaid),5876773249686690,Sep-22,942,YES,2,$29.00,Jan-20,2020,No
543,0,Visa,Debit,4786571889403860,Aug-23,592,YES,2,"$28,422.00",Feb-20,2020,No
543,1,Visa,Credit,4061205624693610,Feb-20,148,YES,1,"$10,100.00",Feb-20,2020,No
543,2,Mastercard,Debit (Prepaid),5565765822212470,Dec-23,119,YES,2,$40.00,Aug-08,2018,No
544,0,Visa,Debit,4566018104845490,Aug-20,490,YES,1,"$12,589.00",Jan-09,2011,No
544,1,Visa,Debit,4997480551334710,Sep-23,051,YES,2,"$11,885.00",Mar-13,2013,No
544,2,Mastercard,Debit,5572601780823600,Mar-24,642,YES,1,"$18,820.00",Jul-03,2008,No
545,0,Visa,Debit,4101200741078800,Jun-20,810,YES,2,"$8,562.00",Sep-06,2008,No
545,1,Visa,Debit,4153032185259100,May-22,614,YES,1,"$5,933.00",Nov-07,2009,No
545,2,Visa,Debit (Prepaid),4227171668701150,Oct-24,319,YES,2,$33.00,Jun-02,2018,No
545,3,Mastercard,Debit,5465784735932040,Aug-21,490,YES,1,"$10,764.00",Jun-05,2007,No
546,0,Mastercard,Credit,5448351633948320,Jun-20,592,YES,1,"$8,900.00",Feb-20,2020,No
546,1,Visa,Debit,4778187080028210,Jan-24,074,YES,2,"$6,781.00",Nov-11,2011,No
546,2,Visa,Debit,4514571438412410,Jan-20,377,YES,2,"$12,116.00",Jan-20,2020,No
547,0,Mastercard,Debit,5962105909908850,Aug-21,615,YES,2,"$21,131.00",Feb-07,2007,No
547,1,Mastercard,Debit,5977475805952050,Jun-15,815,YES,2,"$13,383.00",Apr-15,2015,No
547,2,Mastercard,Debit (Prepaid),5491556655486860,May-23,226,YES,1,$58.00,Sep-10,2010,No
548,0,Discover,Credit,6375330614788150,Feb-21,523,YES,2,"$14,600.00",Dec-02,2008,No
549,0,Amex,Credit,356226851008135,Jan-20,792,NO,1,"$6,600.00",Jan-20,2020,No
549,1,Visa,Debit,4128926575959190,Jun-20,827,YES,1,"$23,806.00",May-99,2008,No
549,2,Visa,Debit,4840372814737200,Nov-22,357,YES,2,"$17,082.00",Jan-04,2011,No
549,3,Mastercard,Debit,5573468131965560,Sep-24,258,YES,1,"$16,422.00",Nov-07,2011,No
549,4,Mastercard,Debit,5566429737412050,Apr-24,006,YES,1,"$15,353.00",Sep-07,2011,No
549,5,Mastercard,Debit (Prepaid),5570187893542290,Jul-24,610,YES,1,$66.00,Jul-18,2018,No
550,0,Mastercard,Debit,5360341319255160,Jul-24,985,YES,2,"$7,221.00",Jan-20,2020,No
550,1,Visa,Debit,4892181339731570,Jul-22,846,YES,2,"$21,032.00",Feb-20,2020,No
551,0,Mastercard,Credit,5437743244958180,Sep-22,676,YES,1,"$11,900.00",Jan-20,2020,No
551,1,Visa,Debit,4064511982908640,Feb-20,861,YES,2,"$15,328.00",Jan-20,2020,No
552,0,Mastercard,Debit,5593047322938360,Feb-20,697,YES,1,"$15,023.00",Jan-11,2011,No
552,1,Mastercard,Credit,5027469645306340,Mar-23,841,YES,2,"$8,500.00",Oct-08,2008,No
552,2,Mastercard,Debit,5260164218460490,Dec-14,234,YES,2,"$17,667.00",Jul-10,2011,No
552,3,Visa,Debit,4891248998438640,Apr-23,860,YES,2,"$20,549.00",Jan-06,2007,No
552,4,Mastercard,Debit,5998541932516710,Nov-09,863,YES,1,"$1,738.00",Feb-99,2007,No
553,0,Visa,Debit,4933381182408320,Nov-20,961,YES,1,"$34,013.00",Nov-12,2012,No
553,1,Mastercard,Debit,5896188747962560,Dec-22,194,YES,1,"$38,290.00",Jul-14,2014,No
553,2,Mastercard,Debit,5429242008081570,Dec-18,151,YES,1,"$17,718.00",Dec-09,2010,No
553,3,Mastercard,Debit,5485368757971900,Jan-20,442,NO,1,"$25,878.00",Sep-03,2009,No
553,4,Mastercard,Debit,5771106543332280,Mar-13,600,YES,1,"$22,858.00",May-08,2010,No
554,0,Mastercard,Debit,5035566276017340,Sep-24,348,NO,1,"$19,913.00",Dec-07,2010,No
555,0,Mastercard,Debit,5146721520853890,Jun-22,597,YES,1,"$18,648.00",Feb-20,2020,No
556,0,Mastercard,Debit,5622888585637620,Jan-23,818,YES,1,"$9,676.00",Jun-00,2009,No
556,1,Visa,Credit,4090651468730800,Jul-24,347,YES,2,"$4,900.00",Jul-02,2004,No
556,2,Visa,Debit (Prepaid),4015493899295530,Apr-23,455,YES,1,$62.00,Feb-11,2011,No
556,3,Mastercard,Debit,5331374110302610,Aug-20,392,YES,1,"$17,957.00",Jun-14,2014,No
556,4,Mastercard,Credit,5120155075854700,Oct-23,069,YES,2,"$13,100.00",Jul-08,2008,No
557,0,Discover,Credit,6907469862919140,Jan-21,078,YES,1,"$10,700.00",Sep-06,2017,No
557,1,Amex,Credit,397876125303268,Apr-22,283,YES,1,"$14,400.00",Nov-16,2016,No
557,2,Amex,Credit,320874983741928,Aug-21,637,YES,1,"$20,400.00",Sep-05,2016,No
557,3,Mastercard,Debit,5216119435076200,Dec-24,938,YES,2,"$1,816.00",Aug-05,2009,No
557,4,Amex,Credit,388894604011447,Nov-09,475,YES,2,"$2,200.00",May-04,2008,No
558,0,Visa,Credit,4477205451217980,Jan-20,510,YES,2,"$4,600.00",Aug-04,2011,No
559,0,Visa,Debit (Prepaid),4832425456568310,Dec-22,771,YES,2,$91.00,Apr-03,2015,No
559,1,Mastercard,Credit,5573356132288870,Feb-24,039,NO,2,"$14,400.00",Apr-12,2012,No
559,2,Visa,Debit,4990883053108040,Sep-07,717,YES,1,"$18,647.00",Feb-05,2007,No
559,3,Visa,Credit,4205703038691360,Oct-20,715,YES,1,"$18,100.00",Aug-05,2008,No
559,4,Mastercard,Debit (Prepaid),5452849951871910,Apr-20,510,YES,2,$35.00,Jun-09,2009,No
560,0,Visa,Debit,4798004786727360,Apr-23,439,YES,1,"$19,079.00",Feb-20,2020,No
561,0,Visa,Debit,4146173833591120,Feb-20,127,YES,1,"$10,686.00",Jan-20,2020,No
561,1,Visa,Debit,4170284395296710,Feb-21,886,YES,2,"$30,000.00",Feb-20,2020,No
562,0,Visa,Debit,4908013395790270,Jul-21,030,YES,1,"$41,221.00",Jul-03,2011,No
562,1,Mastercard,Debit,5565610768898340,Jul-24,214,YES,1,"$29,170.00",Mar-05,2006,No
562,2,Discover,Credit,6194011434705930,Apr-22,513,YES,3,"$19,800.00",Nov-07,2011,No
562,3,Visa,Credit,4227790214165420,Apr-22,326,YES,2,"$14,500.00",May-02,2007,No
563,0,Mastercard,Credit,5449971634656590,Jun-24,172,YES,2,"$12,200.00",Sep-15,2015,No
564,0,Mastercard,Debit,5726263807352660,Mar-22,675,YES,2,"$1,500.00",Feb-06,2018,No
564,1,Visa,Credit,4367416449267710,Aug-14,163,NO,1,"$13,700.00",Jun-01,2005,No
564,2,Mastercard,Debit,5103357334539480,Sep-23,003,YES,2,"$15,895.00",Jan-20,2020,No
565,0,Visa,Credit,4989332552056920,Apr-20,250,YES,1,"$3,000.00",Feb-20,2020,No
566,0,Mastercard,Debit,5657550046539670,Jun-21,692,YES,1,"$1,470.00",Apr-08,2008,No
566,1,Visa,Credit,4590969585932290,Dec-23,836,YES,2,"$5,500.00",Dec-05,2010,No
567,0,Visa,Debit,4320531705592790,Dec-21,275,YES,2,"$4,326.00",Feb-20,2020,No
567,1,Visa,Credit,4713354839986610,May-23,290,YES,2,"$13,600.00",Feb-20,2020,No
567,2,Mastercard,Debit,5083490519087270,Jan-22,232,YES,1,"$37,002.00",Jan-20,2020,No
568,0,Visa,Debit,4460024958657540,Jan-20,704,YES,2,"$9,562.00",Sep-08,2011,No
569,0,Mastercard,Debit,5872752390879510,Sep-20,772,YES,1,"$18,244.00",Jul-12,2012,No
569,1,Visa,Debit (Prepaid),4662000840694240,Sep-23,924,YES,2,$81.00,Sep-15,2015,No
569,2,Amex,Credit,375953550153829,Dec-22,888,YES,1,"$13,700.00",Jan-03,2017,No
569,3,Mastercard,Credit,5225763870748430,Jun-20,627,YES,1,"$6,000.00",Dec-08,2010,No
569,4,Mastercard,Debit,5543346867967370,Nov-24,275,YES,1,"$16,409.00",May-98,2008,No
569,5,Visa,Debit,4601299602284610,Mar-22,652,YES,2,"$15,822.00",Sep-06,2009,No
570,0,Mastercard,Debit,5238065973168610,Sep-23,266,YES,2,"$1,447.00",Dec-04,2010,No
570,1,Mastercard,Credit,5187091395766790,May-20,843,YES,3,"$6,600.00",Jul-06,2010,No
571,0,Visa,Credit,4603076242608160,Oct-09,377,YES,1,"$15,700.00",Jul-06,2011,No
571,1,Mastercard,Debit,5588067020596080,Jan-21,208,YES,2,"$26,704.00",Jun-18,2018,No
572,0,Mastercard,Debit,5686575699244480,Dec-24,666,YES,2,"$43,033.00",Apr-07,2013,No
573,0,Discover,Credit,6658549025356900,Feb-24,578,YES,1,"$5,800.00",Feb-20,2020,No
573,1,Visa,Credit,4609674436334770,Jul-23,820,YES,1,"$6,900.00",Jan-20,2020,No
574,0,Mastercard,Debit,5027291418907390,Feb-22,118,YES,1,"$17,432.00",Oct-01,2014,No
575,0,Mastercard,Debit,5937648730770380,Dec-24,903,YES,1,"$34,453.00",May-14,2014,No
575,1,Mastercard,Credit,5892514772578310,Apr-23,771,YES,1,"$14,800.00",Aug-03,2018,No
575,2,Visa,Debit,4750687309919000,Feb-21,667,YES,1,"$2,603.00",Oct-05,2012,No
575,3,Mastercard,Debit,5409845888265720,Oct-23,832,YES,2,"$11,568.00",Mar-06,2008,No
576,0,Visa,Debit,4848394515179450,Jan-24,918,YES,1,"$35,943.00",Jun-01,2009,No
576,1,Discover,Credit,6504367247289960,Jan-19,580,YES,1,"$13,600.00",Apr-11,2011,No
576,2,Mastercard,Debit,5964535277999790,Mar-22,245,YES,2,"$8,671.00",Dec-07,2009,No
577,0,Visa,Debit,4479897458047270,Dec-24,411,YES,1,"$24,498.00",Jun-12,2012,No
578,0,Visa,Debit,4270283600301120,Sep-20,051,YES,1,"$21,751.00",Oct-08,2008,No
578,1,Mastercard,Debit,5324796450432100,Nov-22,746,YES,3,"$18,021.00",Mar-09,2009,No
578,2,Visa,Debit,4510686870861750,Jan-23,713,YES,2,"$7,830.00",Sep-05,2010,No
579,0,Mastercard,Debit,5345290500556930,Dec-21,888,YES,2,"$17,980.00",Mar-07,2007,No
579,1,Visa,Credit,4659755318123490,Jan-24,764,YES,2,"$9,000.00",Sep-06,2008,No
579,2,Mastercard,Debit,5357793088955280,Jul-12,544,YES,1,"$16,034.00",Nov-04,2013,No
579,3,Mastercard,Debit,5625327420318300,Dec-22,428,YES,2,$323.00,Jul-03,2009,No
579,4,Visa,Debit,4607469261117910,Jun-21,388,YES,1,"$6,611.00",Jul-08,2008,No
580,0,Mastercard,Debit,5592976284572730,Jun-23,696,YES,1,"$14,231.00",Oct-02,2010,No
580,1,Visa,Credit,4897415542074810,Jan-19,363,YES,1,"$11,400.00",Oct-09,2009,No
580,2,Visa,Credit,4533131033936540,Oct-21,612,YES,2,"$5,900.00",Feb-05,2009,No
581,0,Visa,Debit,4711994375142420,Apr-22,577,YES,1,"$3,915.00",Sep-10,2010,No
581,1,Mastercard,Debit,5898219587988120,Aug-22,295,YES,2,"$8,882.00",Jun-09,2015,No
581,2,Mastercard,Debit,5673609398481610,Feb-20,990,YES,1,"$1,218.00",Aug-11,2012,No
581,3,Visa,Debit,4071490746118660,Jul-20,498,YES,1,"$12,057.00",Jan-11,2018,No
582,0,Visa,Debit,4310420575646290,Jan-23,018,YES,2,"$13,435.00",Aug-05,2008,No
582,1,Mastercard,Debit,5863102770923370,Mar-24,062,NO,2,"$13,055.00",May-10,2010,No
582,2,Mastercard,Debit (Prepaid),5659519661095760,Oct-20,634,YES,2,$85.00,Mar-09,2011,No
583,0,Visa,Credit,4934996934968530,Apr-21,547,YES,3,"$1,200.00",Jan-02,2011,No
583,1,Visa,Credit,4331814593567420,Jan-23,448,YES,2,"$10,500.00",Mar-02,2010,No
583,2,Amex,Credit,383176667828985,Oct-21,459,YES,2,"$9,300.00",Aug-04,2008,No
583,3,Mastercard,Debit,5603296596869730,Jun-21,386,YES,1,"$14,056.00",Dec-06,2008,No
584,0,Mastercard,Debit,5303411542373680,Oct-23,305,YES,1,"$2,001.00",Feb-10,2018,No
585,0,Mastercard,Debit (Prepaid),5536825392398620,Nov-24,829,YES,1,$80.00,Jan-20,2020,No
585,1,Mastercard,Credit,5736136415216030,Feb-20,332,YES,1,"$19,500.00",Feb-20,2020,No
586,0,Mastercard,Debit,5179703588055800,Jan-22,041,YES,1,"$14,797.00",Feb-20,2020,No
586,1,Visa,Debit,4263037313230470,Apr-21,719,YES,1,"$14,420.00",Jan-20,2020,No
587,0,Mastercard,Credit,5250335239588570,Feb-20,728,YES,2,"$13,600.00",Feb-20,2020,No
588,0,Mastercard,Debit,5302369835874370,Sep-24,368,YES,2,"$3,013.00",Jul-06,2006,No
588,1,Mastercard,Debit,5277210517488880,May-24,589,YES,1,"$22,304.00",Dec-09,2010,No
588,2,Visa,Debit,4654267845248710,Oct-21,929,YES,3,"$30,242.00",Jan-08,2013,No
588,3,Visa,Debit,4048588745318460,Jul-19,741,YES,1,"$12,948.00",Oct-08,2008,No
589,0,Mastercard,Debit,5677329350701310,Oct-20,768,YES,1,"$20,695.00",Feb-20,2020,No
589,1,Mastercard,Debit,5708163356892630,Jan-20,148,YES,2,"$23,716.00",Jan-20,2020,No
589,2,Visa,Debit,4172298033102500,May-20,477,YES,1,"$17,223.00",Feb-20,2020,No
590,0,Mastercard,Debit (Prepaid),5954988204081790,Nov-15,200,YES,2,$49.00,Sep-06,2010,No
591,0,Visa,Debit,4705406456208640,Apr-22,542,YES,2,"$19,792.00",May-11,2011,No
591,1,Visa,Debit (Prepaid),4751613092399340,Sep-24,600,YES,2,$76.00,May-11,2011,No
591,2,Mastercard,Debit,5176023312287830,Oct-23,444,YES,1,"$19,811.00",Aug-13,2013,No
591,3,Mastercard,Debit,5737557443858190,Nov-20,462,YES,2,"$17,602.00",Jun-11,2011,No
591,4,Mastercard,Debit (Prepaid),5709040626294720,Apr-21,579,YES,1,$96.00,Nov-07,2011,No
592,0,Mastercard,Credit,5571567914533580,Jan-23,845,YES,2,"$36,900.00",Feb-20,2020,No
593,0,Visa,Debit,4772137298381080,Feb-20,231,YES,2,"$14,263.00",Feb-20,2020,No
593,1,Mastercard,Debit,5458281950154230,Feb-20,671,YES,2,"$3,013.00",Feb-20,2020,No
593,2,Mastercard,Debit,5171844589281130,Dec-23,998,YES,2,"$17,789.00",Jan-20,2020,No
594,0,Mastercard,Debit,5128558439499170,Mar-21,199,YES,1,"$7,184.00",Dec-12,2012,No
594,1,Visa,Debit (Prepaid),4891182896802210,May-22,936,YES,1,$62.00,Nov-05,2007,No
594,2,Mastercard,Credit,5252814681308250,Mar-23,635,YES,2,"$8,300.00",Aug-04,2018,No
