User,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,CARD INDEX,Cards Issued,Card Type,Card Number,Expires,`CVV,Has Chip,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
160,Elsa Gonzalez,63,64,1957,2,Female,174 Catherine Boulevard Apt. 948,Compton,CA,90222,33.91,-118.23,"$13,075.00 ","$26,661.00 ","$42,667.00 ",750,5,1,2,Debit,`4459776057093770,20-Jun,`869,YES,"$10,366.00 ",7-Oct,2014,No
160,Elsa Gonzalez,63,64,1957,2,Female,174 Catherine Boulevard Apt. 948,Compton,CA,90222,33.91,-118.23,"$13,075.00 ","$26,661.00 ","$42,667.00 ",750,5,2,1,Debit,`4017542226763670,24-Jan,`109,YES,"$10,161.00 ",4-Apr,2008,No
160,Elsa Gonzalez,63,64,1957,2,Female,174 Catherine Boulevard Apt. 948,Compton,CA,90222,33.91,-118.23,"$13,075.00 ","$26,661.00 ","$42,667.00 ",750,5,3,2,Debit,`5148390223991030,21-Apr,`316,YES,"$9,297.00 ",5-Jan,2012,No
160,Elsa Gonzalez,63,64,1957,2,Female,174 Catherine Boulevard Apt. 948,Compton,CA,90222,33.91,-118.23,"$13,075.00 ","$26,661.00 ","$42,667.00 ",750,5,4,1,Debit,`4898934131827420,21-Sep,`199,YES,"$12,434.00 ",3-Jul,2012,No
161,Atticus Abe,48,66,1971,9,Male,496 Hill Lane,Minneapolis,MN,55419,44.96,-93.26,"$40,364.00 ","$82,295.00 ","$1,555.00 ",736,4,0,2,Debit,`5943373604505740,20-Apr,`300,YES,"$29,973.00 ",10-Nov,2010,No
161,Atticus Abe,48,66,1971,9,Male,496 Hill Lane,Minneapolis,MN,55419,44.96,-93.26,"$40,364.00 ","$82,295.00 ","$1,555.00 ",736,4,1,2,Debit,`4284210826984100,20-Feb,`154,YES,"$25,330.00 ",15-Sep,2015,No
161,Atticus Abe,48,66,1971,9,Male,496 Hill Lane,Minneapolis,MN,55419,44.96,-93.26,"$40,364.00 ","$82,295.00 ","$1,555.00 ",736,4,2,2,Debit,`4093850742287200,20-Apr,`286,YES,"$52,609.00 ",6-Apr,2010,No
161,Atticus Abe,48,66,1971,9,Male,496 Hill Lane,Minneapolis,MN,55419,44.96,-93.26,"$40,364.00 ","$82,295.00 ","$1,555.00 ",736,4,3,1,Credit,`4329687142518020,20-Oct,`827,YES,"$25,200.00 ",6-Dec,2016,No
162,Alfonso Gao,47,68,1972,9,Male,23068 Park Street Apt. 2,Lansing,NC,28643,36.49,-81.5,"$12,630.00 ","$25,748.00 ","$41,455.00 ",738,3,0,1,Debit,`4744876175071540,22-Nov,`747,YES,"$11,832.00 ",Dec-96,2007,No
162,Alfonso Gao,47,68,1972,9,Male,23068 Park Street Apt. 2,Lansing,NC,28643,36.49,-81.5,"$12,630.00 ","$25,748.00 ","$41,455.00 ",738,3,1,1,Credit,`4152829240073090,16-Aug,`446,YES,"$5,400.00 ",8-Apr,2013,No
162,Alfonso Gao,47,68,1972,9,Male,23068 Park Street Apt. 2,Lansing,NC,28643,36.49,-81.5,"$12,630.00 ","$25,748.00 ","$41,455.00 ",738,3,2,1,Debit,`5754695413159460,24-Jan,`939,NO,"$3,384.00 ",9-Jun,2009,No
163,Ronin White,56,65,1963,11,Male,27019 Madison Lane,Bean Station,TN,37708,36.34,-83.28,"$13,668.00 ","$27,861.00 ","$108,313.00 ",782,5,0,1,Debit,`5287533090911330,14-Apr,`946,YES,"$13,756.00 ",12-Jun,2012,No
163,Ronin White,56,65,1963,11,Male,27019 Madison Lane,Bean Station,TN,37708,36.34,-83.28,"$13,668.00 ","$27,861.00 ","$108,313.00 ",782,5,1,1,Debit,`5761884540845430,22-Jun,`312,YES,"$9,263.00 ",6-Jan,2010,No
163,Ronin White,56,65,1963,11,Male,27019 Madison Lane,Bean Station,TN,37708,36.34,-83.28,"$13,668.00 ","$27,861.00 ","$108,313.00 ",782,5,2,1,Debit,`5903499521440690,24-Dec,`779,YES,"$16,899.00 ",14-Apr,2014,No
163,Ronin White,56,65,1963,11,Male,27019 Madison Lane,Bean Station,TN,37708,36.34,-83.28,"$13,668.00 ","$27,861.00 ","$108,313.00 ",782,5,3,1,Credit,`4814691024249330,22-Jan,`424,YES,"$5,700.00 ",4-Jun,2012,No
163,Ronin White,56,65,1963,11,Male,27019 Madison Lane,Bean Station,TN,37708,36.34,-83.28,"$13,668.00 ","$27,861.00 ","$108,313.00 ",782,5,4,1,Debit (Prepaid),`5955075527372950,21-May,`513,YES,$46.00 ,7-Mar,2012,No
164,Gannon Baker,18,72,2001,12,Male,293 First Boulevard,Redlands,CA,92374,34.06,-117.17,"$23,820.00 ","$48,561.00 ",$0.00 ,752,1,0,2,Credit,`5953949146709590,24-Jan,`474,YES,"$11,400.00 ",20-Feb,2020,No
165,Nicole Gomez,66,69,1953,4,Female,8929 Essex Drive,Bloomington,IN,47403,39.16,-86.52,"$19,125.00 ","$38,999.00 ","$64,875.00 ",747,4,0,1,Debit (Prepaid),`5868862947419300,22-Aug,`245,YES,$95.00 ,11-Nov,2011,No
165,Nicole Gomez,66,69,1953,4,Female,8929 Essex Drive,Bloomington,IN,47403,39.16,-86.52,"$19,125.00 ","$38,999.00 ","$64,875.00 ",747,4,1,2,Credit,`5418163465826330,23-Jun,`559,YES,"$10,700.00 ",7-Feb,2015,No
165,Nicole Gomez,66,69,1953,4,Female,8929 Essex Drive,Bloomington,IN,47403,39.16,-86.52,"$19,125.00 ","$38,999.00 ","$64,875.00 ",747,4,2,1,Credit,`377302862567108,24-Feb,`524,YES,"$8,700.00 ",11-Jun,2011,No
165,Nicole Gomez,66,69,1953,4,Female,8929 Essex Drive,Bloomington,IN,47403,39.16,-86.52,"$19,125.00 ","$38,999.00 ","$64,875.00 ",747,4,3,2,Debit,`4609477454357080,22-Jan,`347,YES,"$12,150.00 ",4-Jun,2008,No
166,Korbin Long,62,66,1957,4,Male,1569 George Boulevard,Bailey,NC,27807,35.78,-78.11,"$16,239.00 ","$33,112.00 ","$56,040.00 ",716,2,0,1,Credit,`6617202891382000,19-Mar,`499,YES,"$7,800.00 ",17-Jun,2017,No
166,Korbin Long,62,66,1957,4,Male,1569 George Boulevard,Bailey,NC,27807,35.78,-78.11,"$16,239.00 ","$33,112.00 ","$56,040.00 ",716,2,1,1,Debit,`4863697166227070,13-Oct,`748,NO,"$13,761.00 ",13-Feb,2013,No
167,Melina Wright,34,66,1985,10,Female,326 Elm Lane Apt. 5,Charlotte,NC,28211,35.19,-80.83,"$49,477.00 ","$100,880.00 ","$210,445.00 ",770,1,0,2,Debit,`4525977155603080,20-Jun,`662,YES,"$45,377.00 ",10-Jul,2011,No
168,Briar Smith,22,65,1997,11,Male,32 Valley Drive,Oxnard,CA,93031,34.21,-119.18,"$18,175.00 ","$37,058.00 ","$50,548.00 ",680,2,0,1,Debit,`5168144985829710,20-Jan,`454,YES,"$18,091.00 ",20-Jan,2020,No
168,Briar Smith,22,65,1997,11,Male,32 Valley Drive,Oxnard,CA,93031,34.21,-119.18,"$18,175.00 ","$37,058.00 ","$50,548.00 ",680,2,1,1,Debit,`5081154452848660,22-Dec,`211,YES,"$14,514.00 ",20-Jan,2020,No
169,Yahya Anderson,24,58,1995,3,Male,4132 Norfolk Boulevard Apt. 3,Hyattsville,MD,20785,38.95,-76.95,"$23,166.00 ","$47,234.00 ","$89,154.00 ",685,3,0,1,Credit,`5540056584502160,22-Mar,`749,YES,"$15,900.00 ",20-Feb,2020,No
169,Yahya Anderson,24,58,1995,3,Male,4132 Norfolk Boulevard Apt. 3,Hyattsville,MD,20785,38.95,-76.95,"$23,166.00 ","$47,234.00 ","$89,154.00 ",685,3,1,1,Credit,`4089244507142220,20-Dec,`999,YES,"$13,000.00 ",20-Jan,2020,No
169,Yahya Anderson,24,58,1995,3,Male,4132 Norfolk Boulevard Apt. 3,Hyattsville,MD,20785,38.95,-76.95,"$23,166.00 ","$47,234.00 ","$89,154.00 ",685,3,2,2,Debit,`4084435358903510,21-Sep,`778,YES,"$17,905.00 ",20-Jan,2020,No
170,Florence Masvidal,45,72,1974,5,Female,819 El Camino Boulevard,Cushing,OK,74023,35.97,-96.76,"$17,237.00 ","$35,142.00 ","$107,898.00 ",731,4,0,2,Credit,`4015255845214440,22-Jul,`244,YES,"$7,000.00 ",10-Nov,2011,No
170,Florence Masvidal,45,72,1974,5,Female,819 El Camino Boulevard,Cushing,OK,74023,35.97,-96.76,"$17,237.00 ","$35,142.00 ","$107,898.00 ",731,4,1,3,Credit,`4998601196255200,20-Jul,`012,YES,"$7,100.00 ",10-Apr,2010,No
170,Florence Masvidal,45,72,1974,5,Female,819 El Camino Boulevard,Cushing,OK,74023,35.97,-96.76,"$17,237.00 ","$35,142.00 ","$107,898.00 ",731,4,2,2,Debit,`5832356224925490,24-Jun,`245,YES,"$16,476.00 ",5-May,2008,No
170,Florence Masvidal,45,72,1974,5,Female,819 El Camino Boulevard,Cushing,OK,74023,35.97,-96.76,"$17,237.00 ","$35,142.00 ","$107,898.00 ",731,4,3,2,Credit,`4984837369742440,9-Oct,`257,NO,"$7,200.00 ",6-Dec,2011,No
171,Danna Torres,43,65,1976,3,Female,742 Lake Street,Coos Bay,OR,97420,43.37,-124.14,"$15,069.00 ","$30,721.00 ","$49,961.00 ",749,3,0,1,Credit,`5929898393818080,17-Oct,`671,YES,"$11,800.00 ",10-Dec,2011,No
171,Danna Torres,43,65,1976,3,Female,742 Lake Street,Coos Bay,OR,97420,43.37,-124.14,"$15,069.00 ","$30,721.00 ","$49,961.00 ",749,3,1,2,Debit,`5284022658441920,18-Dec,`405,YES,"$6,832.00 ",10-Aug,2015,No
171,Danna Torres,43,65,1976,3,Female,742 Lake Street,Coos Bay,OR,97420,43.37,-124.14,"$15,069.00 ","$30,721.00 ","$49,961.00 ",749,3,2,2,Debit,`5534901273086330,23-Dec,`387,YES,"$6,222.00 ",9-Sep,2009,No
172,Paityn King,56,67,1963,12,Female,607 George Boulevard,Acworth,GA,30101,34.05,-84.67,"$28,862.00 ","$58,846.00 ","$126,806.00 ",746,3,0,1,Credit,`369191506516942,24-Mar,`251,YES,"$13,300.00 ",7-May,2015,No
172,Paityn King,56,67,1963,12,Female,607 George Boulevard,Acworth,GA,30101,34.05,-84.67,"$28,862.00 ","$58,846.00 ","$126,806.00 ",746,3,1,2,Debit,`4862436349200530,23-Aug,`049,YES,"$2,942.00 ",3-Dec,2014,No
172,Paityn King,56,67,1963,12,Female,607 George Boulevard,Acworth,GA,30101,34.05,-84.67,"$28,862.00 ","$58,846.00 ","$126,806.00 ",746,3,2,2,Debit,`4714754243202450,22-Dec,`297,YES,"$33,539.00 ",5-Jun,2018,No
173,Layne Green,29,68,1990,6,Male,704 Eighth Avenue,Waterville,NY,13480,42.93,-75.38,"$19,161.00 ","$39,069.00 ","$63,884.00 ",720,2,0,2,Credit,`4495252841912340,23-Apr,`938,YES,"$14,000.00 ",20-Feb,2020,No
173,Layne Green,29,68,1990,6,Male,704 Eighth Avenue,Waterville,NY,13480,42.93,-75.38,"$19,161.00 ","$39,069.00 ","$63,884.00 ",720,2,1,1,Debit,`4982363893558200,24-Jun,`388,YES,"$20,160.00 ",20-Jan,2020,No
174,Sasha Gao,20,65,2000,2,Female,8643 Lafayette Boulevard,Lawrenceville,GA,30043,33.94,-83.99,"$24,252.00 ","$49,449.00 ","$30,723.00 ",728,3,0,1,Debit,`5504969419405750,22-Mar,`907,YES,"$35,466.00 ",20-Jan,2020,No
174,Sasha Gao,20,65,2000,2,Female,8643 Lafayette Boulevard,Lawrenceville,GA,30043,33.94,-83.99,"$24,252.00 ","$49,449.00 ","$30,723.00 ",728,3,1,2,Debit,`4420607109678460,20-Feb,`318,YES,"$24,677.00 ",20-Feb,2020,No
174,Sasha Gao,20,65,2000,2,Female,8643 Lafayette Boulevard,Lawrenceville,GA,30043,33.94,-83.99,"$24,252.00 ","$49,449.00 ","$30,723.00 ",728,3,2,1,Debit,`4863290933542100,20-Feb,`080,YES,"$16,520.00 ",20-Feb,2020,No
175,Yamileth Mitchell,39,73,1980,3,Female,63 Plum Street,Stearns,KY,42647,36.69,-84.47,"$10,942.00 ","$22,312.00 ","$39,445.00 ",720,5,0,2,Debit,`4154322307475520,8-Apr,`150,YES,"$6,708.00 ",5-Oct,2013,No
175,Yamileth Mitchell,39,73,1980,3,Female,63 Plum Street,Stearns,KY,42647,36.69,-84.47,"$10,942.00 ","$22,312.00 ","$39,445.00 ",720,5,1,1,Credit,`5963981612717510,22-Oct,`871,YES,"$1,200.00 ",14-Jan,2014,No
175,Yamileth Mitchell,39,73,1980,3,Female,63 Plum Street,Stearns,KY,42647,36.69,-84.47,"$10,942.00 ","$22,312.00 ","$39,445.00 ",720,5,2,1,Debit,`4155798170380730,22-Jun,`512,YES,"$10,903.00 ",11-Aug,2011,No
175,Yamileth Mitchell,39,73,1980,3,Female,63 Plum Street,Stearns,KY,42647,36.69,-84.47,"$10,942.00 ","$22,312.00 ","$39,445.00 ",720,5,3,1,Debit,`5258035150490120,21-Oct,`728,YES,"$6,710.00 ",13-Feb,2013,No
175,Yamileth Mitchell,39,73,1980,3,Female,63 Plum Street,Stearns,KY,42647,36.69,-84.47,"$10,942.00 ","$22,312.00 ","$39,445.00 ",720,5,4,2,Debit,`5931155323451020,24-May,`580,YES,"$10,841.00 ",17-Nov,2017,No
176,Mateo Robinson,32,72,1987,4,Male,5381 12th Boulevard Apt. 6,Miami,OK,74355,36.88,-94.87,"$17,845.00 ","$36,388.00 ","$92,949.00 ",710,4,0,1,Debit (Prepaid),`4356768889068510,24-Nov,`204,YES,$40.00 ,20-Jan,2020,No
176,Mateo Robinson,32,72,1987,4,Male,5381 12th Boulevard Apt. 6,Miami,OK,74355,36.88,-94.87,"$17,845.00 ","$36,388.00 ","$92,949.00 ",710,4,1,2,Debit,`5728788703554060,23-May,`492,YES,"$29,340.00 ",8-May,2010,No
176,Mateo Robinson,32,72,1987,4,Male,5381 12th Boulevard Apt. 6,Miami,OK,74355,36.88,-94.87,"$17,845.00 ","$36,388.00 ","$92,949.00 ",710,4,2,2,Credit,`339750311058511,20-Jun,`070,YES,"$13,600.00 ",18-Jun,2018,No
176,Mateo Robinson,32,72,1987,4,Male,5381 12th Boulevard Apt. 6,Miami,OK,74355,36.88,-94.87,"$17,845.00 ","$36,388.00 ","$92,949.00 ",710,4,3,2,Credit,`5717397423380280,22-Sep,`862,YES,"$7,700.00 ",10-May,2010,No
177,Izabella Phillips,52,68,1967,8,Female,65 Fifth Boulevard,Saint Cloud,FL,34771,28.24,-81.28,"$22,086.00 ","$45,037.00 ","$31,792.00 ",710,3,0,1,Debit,`5256835813261960,21-Nov,`934,YES,"$18,803.00 ",4-Nov,2008,No
177,Izabella Phillips,52,68,1967,8,Female,65 Fifth Boulevard,Saint Cloud,FL,34771,28.24,-81.28,"$22,086.00 ","$45,037.00 ","$31,792.00 ",710,3,1,2,Debit,`5289111922145090,22-Oct,`314,YES,"$28,405.00 ",Jun-98,2008,No
177,Izabella Phillips,52,68,1967,8,Female,65 Fifth Boulevard,Saint Cloud,FL,34771,28.24,-81.28,"$22,086.00 ","$45,037.00 ","$31,792.00 ",710,3,2,1,Debit,`5649539832197630,11-Apr,`892,YES,"$15,521.00 ",11-Feb,2011,No
178,Samantha Gonzalez,47,63,1972,10,Female,2614 Eighth Lane,Waupaca,WI,54981,44.35,-89.07,"$18,937.00 ","$38,615.00 ","$74,337.00 ",601,4,0,1,Credit,`4665365862082530,21-Jun,`412,YES,"$3,800.00 ",1-Jan,2003,No
178,Samantha Gonzalez,47,63,1972,10,Female,2614 Eighth Lane,Waupaca,WI,54981,44.35,-89.07,"$18,937.00 ","$38,615.00 ","$74,337.00 ",601,4,1,2,Credit,`4209145697099680,22-Oct,`498,YES,"$10,900.00 ",10-Jun,2013,No
178,Samantha Gonzalez,47,63,1972,10,Female,2614 Eighth Lane,Waupaca,WI,54981,44.35,-89.07,"$18,937.00 ","$38,615.00 ","$74,337.00 ",601,4,2,2,Debit,`5042804591987310,23-Mar,`431,YES,"$1,930.00 ",8-Jan,2015,No
178,Samantha Gonzalez,47,63,1972,10,Female,2614 Eighth Lane,Waupaca,WI,54981,44.35,-89.07,"$18,937.00 ","$38,615.00 ","$74,337.00 ",601,4,3,2,Credit,`6203739864158380,24-Mar,`288,YES,"$13,900.00 ",14-Aug,2014,No
179,Bentlee Garcia,40,61,1979,7,Male,196 Plum Lane,Bronx,NY,10458,40.84,-73.87,"$13,845.00 ","$28,229.00 ","$55,675.00 ",622,5,0,1,Debit,`5541834458092370,24-Mar,`143,YES,"$5,575.00 ",10-Jan,2010,No
179,Bentlee Garcia,40,61,1979,7,Male,196 Plum Lane,Bronx,NY,10458,40.84,-73.87,"$13,845.00 ","$28,229.00 ","$55,675.00 ",622,5,1,2,Credit,`339123645701074,23-May,`369,NO,"$8,300.00 ",16-Apr,2016,No
179,Bentlee Garcia,40,61,1979,7,Male,196 Plum Lane,Bronx,NY,10458,40.84,-73.87,"$13,845.00 ","$28,229.00 ","$55,675.00 ",622,5,2,1,Debit,`4282874431983770,20-May,`127,YES,"$13,009.00 ",9-Jan,2009,No
179,Bentlee Garcia,40,61,1979,7,Male,196 Plum Lane,Bronx,NY,10458,40.84,-73.87,"$13,845.00 ","$28,229.00 ","$55,675.00 ",622,5,3,2,Debit,`5692291424544260,24-Dec,`696,YES,"$12,029.00 ",20-Jan,2020,No
179,Bentlee Garcia,40,61,1979,7,Male,196 Plum Lane,Bronx,NY,10458,40.84,-73.87,"$13,845.00 ","$28,229.00 ","$55,675.00 ",622,5,4,1,Credit,`4149119638454520,22-Aug,`294,YES,"$6,100.00 ",20-Jan,2020,No
180,Sarah Clark,58,67,1961,11,Female,444 Maple Avenue Apt. 990,Noblesville,IN,46060,40.05,-86.03,"$24,638.00 ","$50,232.00 ","$1,218.00 ",751,4,0,1,Debit,`4155430243935970,22-Oct,`653,YES,"$24,123.00 ",13-Aug,2013,No
180,Sarah Clark,58,67,1961,11,Female,444 Maple Avenue Apt. 990,Noblesville,IN,46060,40.05,-86.03,"$24,638.00 ","$50,232.00 ","$1,218.00 ",751,4,1,1,Credit,`4768983039467320,15-Mar,`074,YES,"$14,700.00 ",8-Feb,2010,No
180,Sarah Clark,58,67,1961,11,Female,444 Maple Avenue Apt. 990,Noblesville,IN,46060,40.05,-86.03,"$24,638.00 ","$50,232.00 ","$1,218.00 ",751,4,2,2,Debit (Prepaid),`4792307130049690,20-Feb,`221,YES,$12.00 ,6-Dec,2013,No
180,Sarah Clark,58,67,1961,11,Female,444 Maple Avenue Apt. 990,Noblesville,IN,46060,40.05,-86.03,"$24,638.00 ","$50,232.00 ","$1,218.00 ",751,4,3,1,Debit,`4365366370182160,20-Jul,`290,YES,"$11,737.00 ",4-Sep,2009,No
181,Judah Jones,59,66,1960,5,Male,868 Maple Drive,Greenville,KY,42345,37.2,-87.17,"$16,847.00 ","$34,350.00 ","$61,639.00 ",705,3,0,1,Debit,`4479806423403350,24-Jan,`246,YES,"$14,366.00 ",Mar-97,2008,No
181,Judah Jones,59,66,1960,5,Male,868 Maple Drive,Greenville,KY,42345,37.2,-87.17,"$16,847.00 ","$34,350.00 ","$61,639.00 ",705,3,1,1,Debit,`5109749812856630,15-Aug,`246,YES,"$17,272.00 ",15-Jan,2015,No
181,Judah Jones,59,66,1960,5,Male,868 Maple Drive,Greenville,KY,42345,37.2,-87.17,"$16,847.00 ","$34,350.00 ","$61,639.00 ",705,3,2,2,Debit,`5898286991473580,23-Nov,`372,YES,"$13,605.00 ",2-Jul,2009,No
182,Bentley Lopez,47,69,1972,11,Male,6009 River Avenue,Canton,GA,30114,34.24,-84.49,"$25,654.00 ","$52,308.00 ","$135,319.00 ",679,1,0,1,Credit,`4180974548713370,23-May,`975,YES,"$21,000.00 ",5-Jul,2009,No
183,Juliet Hughes,27,66,1992,8,Female,2058 Spruce Street,Saint Petersburg,FL,33709,27.75,-82.64,"$15,724.00 ","$32,061.00 ","$58,904.00 ",676,1,0,2,Debit,`5256742061038580,24-May,`930,YES,"$21,470.00 ",20-Feb,2020,No
184,Javon Long,75,69,1945,2,Male,6930 East Lane,Tooele,UT,84074,40.57,-112.33,"$21,749.00 ","$21,154.00 ","$5,764.00 ",705,6,0,1,Debit,`4301090834057520,17-Dec,`718,YES,"$26,850.00 ",17-Sep,2017,No
184,Javon Long,75,69,1945,2,Male,6930 East Lane,Tooele,UT,84074,40.57,-112.33,"$21,749.00 ","$21,154.00 ","$5,764.00 ",705,6,1,2,Credit,`4173086816288780,24-Sep,`817,YES,"$10,400.00 ",9-Feb,2010,No
184,Javon Long,75,69,1945,2,Male,6930 East Lane,Tooele,UT,84074,40.57,-112.33,"$21,749.00 ","$21,154.00 ","$5,764.00 ",705,6,2,2,Credit,`4917647337454700,8-Jul,`328,YES,"$8,000.00 ",7-Oct,2011,No
184,Javon Long,75,69,1945,2,Male,6930 East Lane,Tooele,UT,84074,40.57,-112.33,"$21,749.00 ","$21,154.00 ","$5,764.00 ",705,6,3,2,Credit,`4457557218642440,20-Jan,`701,YES,"$13,000.00 ",Apr-00,2010,No
184,Javon Long,75,69,1945,2,Male,6930 East Lane,Tooele,UT,84074,40.57,-112.33,"$21,749.00 ","$21,154.00 ","$5,764.00 ",705,6,4,1,Debit,`5561065562359950,20-Mar,`147,YES,"$5,840.00 ",6-Jul,2009,No
184,Javon Long,75,69,1945,2,Male,6930 East Lane,Tooele,UT,84074,40.57,-112.33,"$21,749.00 ","$21,154.00 ","$5,764.00 ",705,6,5,2,Debit (Prepaid),`5459775781589170,12-Feb,`293,YES,$68.00 ,8-Mar,2012,No
185,Allie Sullivan,52,72,1967,10,Female,31204 El Camino Lane,Austin,TX,78728,30.26,-97.74,"$25,594.00 ","$52,186.00 ","$42,852.00 ",737,4,0,1,Credit,`332229278341275,22-Oct,`702,YES,"$16,000.00 ",10-Sep,2016,No
185,Allie Sullivan,52,72,1967,10,Female,31204 El Camino Lane,Austin,TX,78728,30.26,-97.74,"$25,594.00 ","$52,186.00 ","$42,852.00 ",737,4,1,1,Debit,`4359508857343080,8-Mar,`274,NO,"$32,223.00 ",2-Jun,2005,No
185,Allie Sullivan,52,72,1967,10,Female,31204 El Camino Lane,Austin,TX,78728,30.26,-97.74,"$25,594.00 ","$52,186.00 ","$42,852.00 ",737,4,2,2,Debit,`5386335706439770,22-Jan,`713,YES,"$13,323.00 ",10-Oct,2010,No
185,Allie Sullivan,52,72,1967,10,Female,31204 El Camino Lane,Austin,TX,78728,30.26,-97.74,"$25,594.00 ","$52,186.00 ","$42,852.00 ",737,4,3,2,Debit,`4157348591484750,21-Jul,`945,YES,$576.00 ,1-Aug,2011,No
186,Kassidy Morgan,43,70,1976,5,Female,967 First Avenue Apt. 4,Pierceton,IN,46562,41.19,-85.7,"$17,294.00 ","$35,264.00 ","$70,328.00 ",770,2,0,1,Debit,`4614417915507950,24-Sep,`808,YES,"$25,977.00 ",7-Apr,2009,No
186,Kassidy Morgan,43,70,1976,5,Female,967 First Avenue Apt. 4,Pierceton,IN,46562,41.19,-85.7,"$17,294.00 ","$35,264.00 ","$70,328.00 ",770,2,1,1,Debit (Prepaid),`4791246805564210,16-Mar,`126,YES,$84.00 ,14-Aug,2014,No
187,Evelynn Diaz,84,71,1935,9,Female,136 Hillside Avenue,Walnut Creek,CA,94598,37.91,-122.01,"$42,234.00 ","$79,870.00 ","$4,031.00 ",609,2,0,2,Debit (Prepaid),`5619919350397750,21-Oct,`786,YES,$23.00 ,6-Sep,2010,No
187,Evelynn Diaz,84,71,1935,9,Female,136 Hillside Avenue,Walnut Creek,CA,94598,37.91,-122.01,"$42,234.00 ","$79,870.00 ","$4,031.00 ",609,2,1,2,Credit,`4560018445952480,23-Sep,`454,NO,"$5,200.00 ",Nov-99,2009,No
188,Hayden Myers,70,59,1949,12,Female,669 South Street,Barnstable,MA,2630,41.7,-70.3,"$26,762.00 ","$41,902.00 ","$29,713.00 ",633,5,0,2,Debit (Prepaid),`5416807432483550,13-Aug,`557,YES,$66.00 ,6-Jun,2010,No
188,Hayden Myers,70,59,1949,12,Female,669 South Street,Barnstable,MA,2630,41.7,-70.3,"$26,762.00 ","$41,902.00 ","$29,713.00 ",633,5,1,1,Credit,`304316312600931,24-Jun,`649,YES,"$1,200.00 ",6-Oct,2009,No
188,Hayden Myers,70,59,1949,12,Female,669 South Street,Barnstable,MA,2630,41.7,-70.3,"$26,762.00 ","$41,902.00 ","$29,713.00 ",633,5,2,1,Debit,`5738964942904640,20-Nov,`730,YES,"$20,759.00 ",7-Jan,2009,No
188,Hayden Myers,70,59,1949,12,Female,669 South Street,Barnstable,MA,2630,41.7,-70.3,"$26,762.00 ","$41,902.00 ","$29,713.00 ",633,5,3,1,Credit,`5880489541836640,24-Jun,`558,YES,"$15,100.00 ",1-Jun,2010,No
188,Hayden Myers,70,59,1949,12,Female,669 South Street,Barnstable,MA,2630,41.7,-70.3,"$26,762.00 ","$41,902.00 ","$29,713.00 ",633,5,4,1,Credit,`5634478684634260,21-Oct,`490,YES,"$11,100.00 ",20-Jan,2020,No
189,Laura Cook,24,61,1995,8,Female,66992 Second Street,Las Vegas,NV,89131,36.3,-115.24,"$31,374.00 ","$63,969.00 ","$128,412.00 ",626,1,0,2,Debit (Prepaid),`5570196053274730,22-May,`085,YES,$52.00 ,20-Jan,2020,No
190,Khalil Morgan,47,68,1972,7,Male,208 Park Avenue,Lyndonville,VT,5851,44.53,-72,"$16,976.00 ","$34,606.00 ","$23,909.00 ",680,5,0,2,Debit,`5493545357380440,24-Aug,`774,YES,"$15,110.00 ",4-Sep,2009,No
190,Khalil Morgan,47,68,1972,7,Male,208 Park Avenue,Lyndonville,VT,5851,44.53,-72,"$16,976.00 ","$34,606.00 ","$23,909.00 ",680,5,1,2,Credit,`5598634791848890,23-Apr,`830,YES,"$10,600.00 ",10-Sep,2014,No
190,Khalil Morgan,47,68,1972,7,Male,208 Park Avenue,Lyndonville,VT,5851,44.53,-72,"$16,976.00 ","$34,606.00 ","$23,909.00 ",680,5,2,2,Credit,`4923375841500660,20-Jan,`785,YES,"$8,600.00 ",5-Sep,2011,No
190,Khalil Morgan,47,68,1972,7,Male,208 Park Avenue,Lyndonville,VT,5851,44.53,-72,"$16,976.00 ","$34,606.00 ","$23,909.00 ",680,5,3,2,Credit,`362084701337381,20-Sep,`071,YES,"$8,400.00 ",10-Aug,2012,No
190,Khalil Morgan,47,68,1972,7,Male,208 Park Avenue,Lyndonville,VT,5851,44.53,-72,"$16,976.00 ","$34,606.00 ","$23,909.00 ",680,5,4,2,Credit,`5389873336522250,22-Oct,`754,YES,"$11,100.00 ",14-May,2014,No
191,Moshe Gutierrez,32,60,1987,11,Male,335 Main Street,Atlanta,GA,30310,33.72,-84.42,"$13,059.00 ","$26,631.00 ","$33,950.00 ",805,1,0,1,Credit,`5676305121855730,21-Nov,`058,YES,"$2,800.00 ",8-Feb,2010,No
192,Pratik Thomas,39,64,1980,11,Male,532 12th Drive Apt. 3,Palm Bay,FL,32907,27.98,-80.66,"$17,645.00 ","$35,978.00 ","$49,366.00 ",643,3,0,2,Credit,`4434801834503290,19-Sep,`633,YES,"$5,700.00 ",16-Dec,2016,No
192,Pratik Thomas,39,64,1980,11,Male,532 12th Drive Apt. 3,Palm Bay,FL,32907,27.98,-80.66,"$17,645.00 ","$35,978.00 ","$49,366.00 ",643,3,1,1,Debit,`4590995550885290,11-Aug,`564,YES,"$12,252.00 ",2-Jun,2010,No
